Order ID,Order Date,Customer Name,Order Type,Total Quantity,Perfume Oils Quantity,Perfume Oils Bottle Sizes,Unit Price(Perfume Oil),Body Splashes Quantity,Unit Price (Body Splashes),Boxed Perfume Quantity,Boxed Perfume(Unit Price),Total Price,Payment Method,Shipping Method,Shipping Cost,Order Status
548,2025-06-26 00:00:00,Irene B,Retail,8,8,6ml,19.09,,,,,192.72,Cash,Delivery,40,Complete
549,2025-05-23 00:00:00,Debra White,Wholesale,116,116,50ml nozzle(Preorder),130.65,,,,,15235.4,Mobile Money,Delivery,80,Complete
550,2025-03-19 00:00:00,Ellen Morgan,Wholesale,53,20,50ml nozzle(Preorder),71.92,9,23.42,24,98.05,4002.38,Cash,Pick Up,,Complete
551,2025-06-05 00:00:00,Sergio Knight,Retail,3,1,6ml,11.14,,,2,82.9,176.94,Cash,Pick Up,,Complete
552,2025-06-16 00:00:00,Charles Schultz,Wholesale,65,29,15ml,26.13,1,31.26,35,37.65,2106.78,Cash,Pick Up,,Complete
553,2025-02-26 00:00:00,Paul Lewis,Retail,8,7,6ml,11.29,,,1,30.32,159.35,Cash,Delivery,50,Complete
554,2025-03-05 00:00:00,Glen Wood,Wholesale,58,4,30ml,85.48,11,26.33,43,51.39,2841.32,Cash,Pick Up,,Complete
555,2025-04-27 00:00:00,Paula Bradley,Wholesale,103,92,30ml,76.79,5,30.62,6,70.75,7702.28,Cash,Delivery,60,Complete
556,2025-05-13 00:00:00,Anthony Moore,Wholesale,68,66,30ml,89.45,2,18.67,,,5941.04,Cash,Pick Up,,Complete
557,2025-06-06 00:00:00,Megan Nelson,Wholesale,54,18,30ml,86.07,28,31.15,8,48.59,2810.18,Cash,Delivery,,Complete
558,2025-03-24 00:00:00,Karla Ramos,Wholesale,124,106,3ml,11.15,14,19.92,4,84.07,1797.06,Cash,Delivery,,Complete
559,2025-01-30 00:00:00,Paul Wilson,Wholesale,122,75,6ml,20.52,45,19.53,2,51.33,2580.51,Mobile Money,Delivery,60,Complete
560,2025-04-08 00:00:00,Douglas Gregory,Retail,2,2,50ml nozzle(Preorder),139.55,,,,,339.1,Bank Transfer,Delivery,60,Complete
561,2025-03-20 00:00:00,May,Retail,10,10,6ml,22.77,,,,,262.7,Cash,Delivery,35,Complete
562,2025-03-06 00:00:00,Mr. Andrew Foster,Retail,5,5,3ml,14.21,,,,,106.05,Bank Transfer,Delivery,35,Complete
563,2025-06-18 00:00:00,Akorfa,Retail,9,,,,9,33.01,,,337.09,Bank Transfer,Delivery,40,Complete
564,2025-02-07 00:00:00,Aimee Turner,Retail,8,1,6ml,23,,,7,48.02,394.14,Mobile Money,Delivery,35,Complete
565,2025-02-15 00:00:00,Blessing,Wholesale,43,2,50ml,84.95,36,33.65,5,31.53,1538.95,Cash,Pick Up,,Complete
566,2025-04-08 00:00:00,Irene B,Wholesale,122,95,15ml,43.6,18,19.58,9,49.55,4940.39,Cash,Pick Up,,Complete
567,2025-05-15 00:00:00,Chad Scott,Retail,9,1,30ml,82.69,4,29.81,4,47.76,392.97,Cash,Pick Up,,Complete
568,2025-04-20 00:00:00,Adam Burgess,Wholesale,20,3,3ml,9.13,16,29.71,1,95.24,597.99,Cash,Pick Up,,Complete
569,2025-05-07 00:00:00,James Padilla,Retail,5,4,6ml,18.44,1,26.44,,,100.2,Cash,Pick Up,,Complete
570,2025-04-17 00:00:00,Sandra Drake,Wholesale,80,24,3ml,5.24,,,56,73.03,4285.44,Bank Transfer,Delivery,70,Complete
571,2025-03-07 00:00:00,Scott Williams,Retail,6,4,6ml,8.19,2,21.42,,,75.6,Cash,Pick Up,,Complete
572,2025-05-26 00:00:00,Thomas Atkins,Retail,5,4,3ml,8.09,1,23.67,,,56.03,Cash,Pick Up,,Complete
573,2025-02-09 00:00:00,Laura Mckinney,Wholesale,50,12,15ml,43.41,21,26.14,17,62.16,2196.58,Cash,Delivery,70,Complete
574,2025-05-23 00:00:00,Brian Smith,Retail,8,6,3ml,13.71,2,23.09,,,128.44,Cash,Pick Up,,Complete
575,2025-06-02 00:00:00,Robert Montgomery,Wholesale,90,45,6ml,10.34,4,18.53,41,98.82,4591.04,Mobile Money,Delivery,,Complete
576,2025-03-19 00:00:00,Irene B,Retail,1,1,3ml,11.08,,,,,61.08,Cash,Delivery,50,Complete
577,2025-01-07 00:00:00,Tamara Davis,Retail,3,,,,2,31.34,1,84,206.68,Bank Transfer,Delivery,60,Complete
578,2025-01-10 00:00:00,Dana Chapman,Wholesale,54,21,50ml nozzle(Preorder),126.8,30,23.28,3,51.57,3585.91,Mobile Money,Delivery,70,Complete
579,2025-04-30 00:00:00,Jennifer Collins,Wholesale,7,4,50ml nozzle(Preorder),125.13,,,3,90.78,772.86,Cash,Pick Up,,Complete
580,2025-03-12 00:00:00,Gary Jackson,Wholesale,139,79,50ml,129.57,1,28.86,59,43.11,12878.38,Cash,Delivery,70,Complete
581,2025-03-31 00:00:00,Ashley Hicks,Retail,2,1,6ml,12.65,,,1,29.1,81.75,Bank Transfer,Delivery,40,Complete
582,2025-05-19 00:00:00,Hannah Luna,Retail,3,2,6ml,9.21,,,1,72.15,90.57,Cash,Pick Up,,Complete
583,2025-06-01 00:00:00,Robin Young,Wholesale,13,7,3ml,5.94,5,18.91,1,58.71,194.84,Bank Transfer,Delivery,,Complete
584,2025-02-03 00:00:00,Craig Morrison,Retail,10,5,15ml,47.26,2,30.12,3,76.3,585.44,Bank Transfer,Delivery,60,Complete
585,2025-04-11 00:00:00,Maadwoa,Wholesale,122,39,50ml nozzle(Preorder),119.82,82,26,1,96.22,6981.2,Cash,Delivery,80,Complete
586,2025-02-13 00:00:00,Iddris,Retail,8,7,3ml,10.91,,,1,53.3,129.67,Cash,Pick Up,,Complete
587,2025-06-16 00:00:00,Mary Thompson,Retail,10,9,50ml,89.26,,,1,86.86,940.2,Bank Transfer,Delivery,50,Complete
588,2025-04-09 00:00:00,Irene B,Retail,7,6,50ml,101.93,,,1,39.45,651.03,Cash,Pick Up,,Complete
589,2025-01-30 00:00:00,Nana Akua Lawyer,Retail,7,5,50ml nozzle(Preorder),111.81,2,29.26,,,617.57,Cash,Delivery,,Complete
590,2025-06-25 00:00:00,Kathleen Webster,Retail,6,4,30ml,83.52,,,2,96.82,527.72,Mobile Money,Delivery,,Complete
591,2025-02-08 00:00:00,Joann Glass,Retail,6,3,3ml,8.9,,,3,38,180.7,Bank Transfer,Delivery,40,Complete
592,2025-03-18 00:00:00,Madison Weber,Retail,7,7,6ml,19.59,,,,,137.13,Cash,Pick Up,,Complete
593,2025-02-02 00:00:00,Lori Hernandez,Retail,7,5,50ml,80.73,,,2,99.02,601.69,Cash,Pick Up,,Complete
594,2025-01-29 00:00:00,Jeremy Turner,Wholesale,100,70,3ml,5.05,30,27.52,,,1179.1,Cash,Pick Up,,Complete
595,2025-04-14 00:00:00,Anthony Romero,Wholesale,66,55,50ml,94.24,11,23.41,,,5440.71,Cash,Pick Up,,Complete
596,2025-02-09 00:00:00,Jesse Brown,Wholesale,50,30,6ml,14.99,4,32.34,16,53.94,1442.1,Cash,Pick Up,,Complete
597,2025-06-18 00:00:00,Angela Lin,Wholesale,40,,,,4,29.02,36,38.37,1497.4,Cash,Pick Up,,Complete
598,2025-06-09 00:00:00,Lisa Hunter,Wholesale,27,4,30ml,85.25,20,33.19,3,78.07,1239.01,Cash,Pick Up,,Complete
599,2025-03-02 00:00:00,Christabel C,Retail,9,7,15ml,38.39,1,25.22,1,28.53,322.48,Cash,Pick Up,,Complete
600,2025-06-26 00:00:00,Julian Conner,Retail,7,5,3ml,11.63,,,2,78.75,215.65,Cash,Delivery,,Complete
601,2025-06-11 00:00:00,Christabel C,Retail,8,8,50ml,160.09,,,,,1320.72,Cash,Delivery,40,Complete
602,2025-05-27 00:00:00,Joanna Pacheco,Wholesale,144,79,15ml,35.47,6,18.18,59,60.69,6491.92,Cash,Pick Up,,Complete
603,2025-05-25 00:00:00,Erica Alvarez,Retail,6,6,15ml,37.51,,,,,225.06,Cash,Pick Up,,Complete
604,2025-01-22 00:00:00,Antonio Garcia,Retail,10,2,50ml nozzle(Preorder),149.52,,,8,86.24,1038.96,Cash,Delivery,50,Complete
605,2025-06-01 00:00:00,Amanda,Retail,5,1,15ml,39.13,4,22.37,,,128.61,Mobile Money,Delivery,,Complete
606,2025-05-16 00:00:00,Gwendolyn Klein,Retail,6,6,15ml,46.74,,,,,340.44,Mobile Money,Delivery,60,Complete
607,2025-04-09 00:00:00,Carrie Wright,Retail,2,,,,2,33.88,,,127.76,Cash,Delivery,60,Complete
608,2025-01-30 00:00:00,Jeffrey Mills,Retail,3,1,50ml nozzle(Preorder),142.09,2,18.92,,,179.93,Cash,Pick Up,,Complete
609,2025-05-02 00:00:00,Maadwoa,Retail,8,4,50ml nozzle(Preorder),147.41,3,33.68,1,44.82,735.5,Cash,Pick Up,,Complete
610,2025-06-13 00:00:00,Jake Campbell,Retail,1,1,30ml,93.57,,,,,128.57,Bank Transfer,Delivery,35,Complete
611,2025-05-30 00:00:00,George Harper,Retail,10,10,15ml,39.05,,,,,440.5,Bank Transfer,Delivery,50,Complete
612,2025-04-16 00:00:00,Maria Jones,Wholesale,55,33,50ml nozzle(Preorder),114.87,10,21.06,12,67.43,4870.47,Mobile Money,Delivery,60,Complete
613,2025-06-18 00:00:00,Afia A,Retail,6,1,15ml,38.78,5,18.58,,,166.68,Bank Transfer,Delivery,35,Complete
614,2025-02-17 00:00:00,Michael Mitchell,Wholesale,37,7,50ml,68.6,2,29.16,28,92.79,3186.64,Bank Transfer,Delivery,50,Complete
615,2025-03-07 00:00:00,Mary Escobar,Retail,2,2,15ml,46.54,,,,,93.08,Cash,Pick Up,,Complete
616,2025-03-09 00:00:00,Amanda,Retail,1,1,15ml,49.94,,,,,49.94,Cash,Pick Up,,Complete
617,2025-04-21 00:00:00,Amanda,Retail,4,4,6ml,18.97,,,,,115.88,Bank Transfer,Delivery,40,Complete
618,2025-01-05 00:00:00,Felicia Aguilar,Wholesale,119,91,3ml,5.33,8,19.2,20,80.38,2246.23,Cash,Pick Up,,Complete
619,2025-04-11 00:00:00,Gregory Ponce,Wholesale,6,,,,5,24.64,1,38.92,162.12,Cash,Pick Up,,Complete
620,2025-05-04 00:00:00,Jenna Larson,Retail,8,6,50ml nozzle(Preorder),139.05,1,31.35,1,66.89,992.54,Bank Transfer,Delivery,60,Complete
621,2025-03-29 00:00:00,Nana Kofi B,Retail,6,5,30ml,81.1,1,34.95,,,490.45,Bank Transfer,Delivery,50,Complete
622,2025-01-28 00:00:00,Maadwoa,Retail,4,1,30ml,93.21,,,3,49.52,241.77,Cash,Pick Up,,Complete
623,2025-05-06 00:00:00,Emily Bennett,Retail,8,1,50ml nozzle(Preorder),109.47,7,18.61,,,239.74,Mobile Money,Delivery,,Complete
624,2025-01-11 00:00:00,Robin Santiago,Retail,8,8,3ml,7.49,,,,,109.92,Bank Transfer,Delivery,50,Complete
625,2025-06-17 00:00:00,Nancy Jennings,Wholesale,139,117,50ml,70.45,21,27.85,1,94.59,8992.09,Cash,Delivery,70,Complete
626,2025-02-13 00:00:00,Maame Yaa,Wholesale,68,16,6ml,16.29,,,52,93.14,5103.92,Bank Transfer,Delivery,,Complete
627,2025-03-28 00:00:00,Maria Henderson,Wholesale,33,7,50ml,133.52,15,21.75,11,85.92,2206.01,Cash,Pick Up,,Complete
628,2025-02-14 00:00:00,Jack White,Retail,6,,,,5,27.79,1,37.89,211.84,Bank Transfer,Delivery,35,Complete
629,2025-01-26 00:00:00,Travis Tucker,Wholesale,76,18,30ml,61.71,48,24.29,10,39.88,2735.5,Mobile Money,Delivery,60,Complete
630,2025-06-16 00:00:00,Chad Jones,Retail,3,,,,3,19.37,,,98.11,Mobile Money,Delivery,40,Complete
631,2025-05-14 00:00:00,Ashley Wise,Retail,7,7,6ml,10.43,,,,,73.01,Cash,Pick Up,,Complete
632,2025-04-18 00:00:00,Sophia Johnson,Wholesale,50,39,3ml,10.08,11,30.19,,,805.21,Cash,Delivery,80,Complete
633,2025-06-18 00:00:00,Ella A,Wholesale,36,33,50ml,91.1,,,3,82.8,3314.7,Bank Transfer,Delivery,60,Complete
634,2025-06-15 00:00:00,Ralph Anderson,Wholesale,55,7,50ml nozzle(Preorder),124.85,9,33.5,39,63.82,3724.43,Mobile Money,Delivery,60,Complete
635,2025-01-08 00:00:00,Christopher Guerra,Wholesale,117,32,50ml,134.1,42,30.89,43,31.12,6996.74,Mobile Money,Delivery,70,Complete
636,2025-02-28 00:00:00,Rhonda Martin,Wholesale,24,7,50ml,112.24,14,25.12,3,81.79,1382.73,Cash,Pick Up,,Complete
637,2025-02-26 00:00:00,Jason Rhodes,Retail,4,,,,1,30.54,3,90.63,302.43,Cash,Pick Up,,Complete
638,2025-02-15 00:00:00,Munira,Retail,1,1,6ml,23.77,,,,,23.77,Cash,Pick Up,,Complete
639,2025-02-04 00:00:00,Jeremy Mitchell,Wholesale,123,92,50ml nozzle(Preorder),93.31,12,22.58,19,52.18,9906.9,Cash,Delivery,60,Complete
640,2025-02-28 00:00:00,Maadwoa,Retail,7,2,6ml,23.07,2,28.26,3,84.85,357.21,Bank Transfer,Delivery,,Complete
641,2025-03-05 00:00:00,Christabel C,Retail,4,4,30ml,85.58,,,,,342.32,Cash,Pick Up,,Complete
642,2025-05-10 00:00:00,Joann Ferguson,Retail,10,3,50ml,160.84,2,25.1,5,31.18,688.62,Cash,Pick Up,,Complete
643,2025-02-03 00:00:00,Christabel C,Retail,8,1,30ml,84.81,7,27.49,,,337.24,Mobile Money,Delivery,60,Complete
644,2025-05-27 00:00:00,Robert Harrison,Wholesale,29,,,,15,29.37,14,39.65,995.65,Cash,Pick Up,,Complete
645,2025-06-12 00:00:00,Holly Valentine,Wholesale,122,59,50ml nozzle(Preorder),96.35,17,31.43,46,54.67,8733.78,Cash,Pick Up,,Complete
646,2025-03-27 00:00:00,Amanda,Retail,6,4,15ml,41.39,,,2,47.42,295.4,Bank Transfer,Delivery,35,Complete
647,2025-02-14 00:00:00,Mrs. Diane Reyes,Wholesale,137,93,3ml,8.28,3,25.91,41,30.94,2116.31,Cash,Pick Up,,Complete
648,2025-04-01 00:00:00,Tracy Montoya,Wholesale,149,52,15ml,29.39,17,19.93,80,62.45,6933.09,Cash,Delivery,70,Complete
649,2025-05-05 00:00:00,Brenda Wright,Retail,5,,,,,,5,54.84,274.2,Cash,Pick Up,,Complete
650,2025-06-22 00:00:00,Shelly Spencer,Wholesale,126,90,50ml nozzle(Preorder),123.65,34,33.29,2,60.54,12381.44,Cash,Pick Up,,Complete
651,2025-03-12 00:00:00,Ryan Rosales,Wholesale,54,29,3ml,8.35,2,21.04,23,96.99,2575,Mobile Money,Delivery,60,Complete
652,2025-04-18 00:00:00,Ellen,Retail,3,1,50ml nozzle(Preorder),101.13,2,25.08,,,211.29,Cash,Delivery,60,Complete
653,2025-04-16 00:00:00,Phillip Nelson,Wholesale,80,24,3ml,12.42,4,21.95,52,96.22,5389.32,Cash,Pick Up,,Complete
654,2025-03-08 00:00:00,Brittany Kim,Retail,8,8,30ml,86.08,,,,,738.64,Mobile Money,Delivery,50,Complete
655,2025-05-18 00:00:00,Courtney Hayes,Retail,5,,,,1,24,4,60.83,267.32,Mobile Money,Delivery,,Complete
656,2025-04-05 00:00:00,Alexander Brown,Wholesale,45,10,3ml,5.39,15,23.38,20,37.11,1146.8,Cash,Pick Up,,Complete
657,2025-05-08 00:00:00,Nana Kofi B,Wholesale,87,44,15ml,33.69,9,34.58,34,66.42,4111.86,Cash,Delivery,60,Complete
658,2025-05-02 00:00:00,Cynthia Vang,Retail,6,1,50ml nozzle(Preorder),127.31,,,5,64.53,449.96,Cash,Pick Up,,Complete
659,2025-04-13 00:00:00,Alfred Galvan,Wholesale,150,113,50ml nozzle(Preorder),77.3,21,26.14,16,30.89,9858.08,Mobile Money,Delivery,80,Complete
660,2025-01-06 00:00:00,Marie Moody,Wholesale,120,45,15ml,25.63,11,28.9,64,70.01,6031.89,Mobile Money,Delivery,80,Complete
661,2025-04-12 00:00:00,Maadwoa,Wholesale,137,100,30ml,66.8,12,28.29,25,95.92,9417.48,Cash,Pick Up,,Complete
662,2025-05-24 00:00:00,Sandra C,Retail,7,5,15ml,40.17,,,2,50.18,301.21,Cash,Pick Up,,Complete
663,2025-01-23 00:00:00,Maadwoa,Retail,8,4,50ml nozzle(Preorder),148.52,1,25.21,3,92.54,896.91,Bank Transfer,Delivery,,Complete
664,2025-06-13 00:00:00,Irene B,Retail,9,5,50ml,148.05,,,4,34.37,877.73,Cash,Pick Up,,Complete
665,2025-03-16 00:00:00,Dustin Gallegos,Retail,3,3,6ml,11.16,,,,,33.48,Cash,Pick Up,,Complete
666,2025-03-18 00:00:00,Brenda Thornton,Wholesale,83,74,30ml,75.02,4,25.88,5,29.93,5874.65,Cash,Delivery,70,Complete
667,2025-03-12 00:00:00,Aaron Miller,Retail,2,2,30ml,83.59,,,,,202.18,Mobile Money,Delivery,35,Complete
668,2025-05-28 00:00:00,Ruben Dunn,Wholesale,98,74,50ml,98.3,15,22.38,9,77.39,8386.41,Bank Transfer,Delivery,80,Complete
669,2025-04-03 00:00:00,Bob,Wholesale,20,4,30ml,85.86,10,20.3,6,39.76,785,Cash,Pick Up,,Complete
670,2025-06-10 00:00:00,Kelsey Rodriguez,Retail,1,1,50ml,137.51,,,,,137.51,Mobile Money,Delivery,,Complete
671,2025-01-25 00:00:00,Afia A,Wholesale,145,82,50ml nozzle(Preorder),121.99,40,22.61,23,78.25,12707.33,Cash,Pick Up,,Complete
672,2025-04-16 00:00:00,Eric Williams,Retail,3,,,,1,26.81,2,54.86,136.53,Cash,Pick Up,,Complete
673,2025-01-20 00:00:00,Riley Bryant,Wholesale,32,13,50ml,77.45,4,21.2,15,92.59,2540.5,Cash,Delivery,60,Complete
674,2025-02-14 00:00:00,Ellen,Wholesale,128,89,50ml nozzle(Preorder),93.57,19,31.89,20,92.06,10774.84,Cash,Pick Up,,Complete
675,2025-06-26 00:00:00,Taylor Carlson,Wholesale,36,14,50ml nozzle(Preorder),79.25,4,21.85,18,37.02,1913.26,Cash,Delivery,50,Complete
676,2025-06-18 00:00:00,Jose Allen,Wholesale,25,,,,24,26.23,1,59.05,738.57,Mobile Money,Delivery,50,Complete
677,2025-02-21 00:00:00,Jeffrey Mendez,Wholesale,126,15,3ml,5.6,32,29.35,79,82.33,7597.27,Bank Transfer,Delivery,70,Complete
678,2025-01-18 00:00:00,Blessing,Wholesale,29,4,15ml,43.95,23,23.91,2,39.56,804.85,Bank Transfer,Delivery,,Complete
679,2025-05-02 00:00:00,Munira,Wholesale,141,55,15ml,28.02,24,30.82,62,28.31,4106,Bank Transfer,Delivery,70,Complete
680,2025-03-22 00:00:00,Jason Beck,Wholesale,118,86,6ml,19.71,6,34.68,26,58.53,3424.92,Mobile Money,Delivery,,Complete
681,2025-03-14 00:00:00,Afia A,Wholesale,132,92,50ml,126.05,18,19.4,22,63.55,13343.9,Cash,Pick Up,,Complete
682,2025-04-05 00:00:00,William Jones,Retail,8,3,30ml,85.81,4,32.54,1,41.59,489.18,Bank Transfer,Delivery,60,Complete
683,2025-04-04 00:00:00,Akorfa,Wholesale,107,56,50ml nozzle(Preorder),113.97,33,20.03,18,56.43,8129.05,Mobile Money,Delivery,70,Complete
684,2025-05-08 00:00:00,Katie Mcneil,Retail,4,4,3ml,9.02,,,,,36.08,Cash,Pick Up,,Complete
685,2025-02-07 00:00:00,Jeanette Harrison,Retail,7,5,50ml nozzle(Preorder),130.16,1,24.88,1,62.89,738.57,Cash,Pick Up,,Complete
686,2025-06-23 00:00:00,Veronica King,Wholesale,37,16,30ml,63.85,15,34.02,6,30.14,1762.74,Cash,Delivery,50,Complete
687,2025-05-14 00:00:00,May,Retail,10,10,6ml,13.15,,,,,166.5,Bank Transfer,Delivery,35,Complete
688,2025-05-19 00:00:00,Richard Cooper,Retail,4,2,30ml,89.81,2,22.45,,,224.52,Cash,Pick Up,,Complete
689,2025-04-28 00:00:00,Lori Ingram,Wholesale,116,112,30ml,71.3,,,4,89.41,8343.24,Cash,Pick Up,,Complete
690,2025-05-05 00:00:00,May,Retail,3,3,6ml,13.31,,,,,39.93,Cash,Pick Up,,Complete
691,2025-05-07 00:00:00,Evelyn Williams,Retail,9,8,30ml,91.25,1,20.66,,,810.66,Cash,Delivery,60,Complete
692,2025-02-02 00:00:00,Robin Thompson,Retail,10,10,15ml,39.81,,,,,398.1,Mobile Money,Delivery,,Complete
693,2025-04-02 00:00:00,Julie Dominguez,Retail,10,,,,10,23.8,,,298,Cash,Delivery,60,Complete
694,2025-01-30 00:00:00,Robin Brown,Wholesale,68,31,50ml nozzle(Preorder),90.29,15,19.44,22,77.54,4796.47,Cash,Pick Up,,Complete
695,2025-03-10 00:00:00,Judith Carter,Wholesale,143,83,30ml,78.36,2,25.18,58,65.06,10327.72,Cash,Pick Up,,Complete
696,2025-05-09 00:00:00,Akorfa,Wholesale,87,48,30ml,66.96,36,19.66,3,63.16,4191.32,Cash,Delivery,80,Complete
697,2025-03-15 00:00:00,Curtis Williams,Retail,3,2,30ml,84.04,1,28.8,,,196.88,Mobile Money,Delivery,,Complete
698,2025-03-11 00:00:00,Kaylee Hays,Retail,10,6,50ml,146.86,1,19.56,3,88.78,1167.06,Cash,Delivery,,Complete
699,2025-06-19 00:00:00,Christabel C,Retail,7,3,3ml,12.28,2,23.13,2,85.9,254.9,Cash,Pick Up,,Complete
700,2025-05-08 00:00:00,Dawn Mullins,Wholesale,112,51,50ml,105.99,16,29.42,45,67.42,8980.11,Bank Transfer,Delivery,70,Complete
701,2025-04-04 00:00:00,Howard Norman,Retail,5,5,50ml,145.4,,,,,727,Mobile Money,Delivery,,Complete
702,2025-04-16 00:00:00,Evelyn Martinez,Wholesale,44,43,30ml,69.95,1,32.62,,,3040.47,Mobile Money,Delivery,,Complete
703,2025-04-29 00:00:00,Steve Paul,Retail,3,2,30ml,84.77,,,1,38.8,248.34,Cash,Delivery,40,Complete
704,2025-03-13 00:00:00,Jasmine Beltran,Retail,7,,,,3,20.71,4,37.82,213.41,Cash,Pick Up,,Complete
705,2025-01-17 00:00:00,Jonathan Glass MD,Wholesale,16,15,3ml,12.31,,,1,34.04,218.69,Cash,Pick Up,,Complete
706,2025-05-27 00:00:00,Monica Miller,Retail,6,5,30ml,98.86,,,1,80.14,614.44,Mobile Money,Delivery,40,Complete
707,2025-03-26 00:00:00,Samantha Gardner,Wholesale,139,134,30ml,86.08,2,22.05,3,36.8,11689.22,Cash,Pick Up,,Complete
708,2025-04-23 00:00:00,Bobby Guerrero,Retail,4,3,6ml,9.82,,,1,43.42,72.88,Cash,Pick Up,,Complete
709,2025-02-07 00:00:00,Lance Simmons,Wholesale,131,95,15ml,35.69,7,26.07,29,45.74,4899.5,Cash,Pick Up,,Complete
710,2025-06-21 00:00:00,Heather Williams,Retail,5,,,,5,34.44,,,207.2,Bank Transfer,Delivery,35,Complete
711,2025-01-03 00:00:00,Heather Bolton,Retail,5,5,50ml nozzle(Preorder),106.1,,,,,590.5,Cash,Delivery,60,Complete
712,2025-03-23 00:00:00,William Gould,Retail,5,2,6ml,13.06,,,3,89.88,355.76,Bank Transfer,Delivery,60,Complete
713,2025-03-27 00:00:00,Mark Cox,Retail,1,1,30ml,89.42,,,,,89.42,Cash,Pick Up,,Complete
714,2025-04-27 00:00:00,Meghan Cisneros,Wholesale,47,44,50ml,62.44,2,25.15,1,80.5,2878.16,Cash,Pick Up,,Complete
715,2025-05-28 00:00:00,Lawrence Harrington,Wholesale,53,40,50ml nozzle(Preorder),78.85,7,24.81,6,73.24,3767.11,Cash,Pick Up,,Complete
716,2025-06-25 00:00:00,May,Wholesale,138,33,50ml nozzle(Preorder),96.67,76,33.97,29,60.51,7606.62,Mobile Money,Delivery,80,Complete
717,2025-05-27 00:00:00,Austin Osborne,Retail,5,1,30ml,87.35,,,4,56.33,312.67,Cash,Pick Up,,Complete
718,2025-06-08 00:00:00,James Bradley,Wholesale,148,58,30ml,62.74,11,29.92,79,40.15,7139.89,Cash,Pick Up,,Complete
719,2025-04-27 00:00:00,Meghan Rush,Retail,3,,,,2,20.89,1,68.84,110.62,Cash,Delivery,,Complete
720,2025-03-15 00:00:00,Phillip Berry,Retail,2,,,,2,21.45,,,42.9,Cash,Pick Up,,Complete
721,2025-06-23 00:00:00,Jennifer Banks,Retail,3,3,50ml,99.4,,,,,298.2,Cash,Pick Up,,Complete
722,2025-03-05 00:00:00,May,Retail,3,,,,2,34.59,1,44.95,114.13,Cash,Pick Up,,Complete
723,2025-06-25 00:00:00,Brian Fitzgerald,Retail,2,,,,1,20.26,1,51.27,71.53,Cash,Pick Up,,Complete
724,2025-06-05 00:00:00,Mr. Justin Green III,Retail,7,4,3ml,11.54,,,3,31.75,201.41,Cash,Delivery,60,Complete
725,2025-05-29 00:00:00,Zachary Mitchell,Wholesale,7,4,15ml,44.54,3,29.41,,,266.39,Mobile Money,Delivery,,Complete
726,2025-02-02 00:00:00,May,Retail,6,3,3ml,9.68,1,27.02,2,38.21,182.48,Mobile Money,Delivery,50,Complete
727,2025-04-22 00:00:00,Katherine Martinez,Retail,6,3,15ml,44.19,2,30.95,1,46.99,241.46,Cash,Pick Up,,Complete
728,2025-01-10 00:00:00,Jodi Roach,Retail,8,2,50ml nozzle(Preorder),131.83,4,25.48,2,41.6,488.78,Mobile Money,Delivery,40,Complete
729,2025-04-28 00:00:00,Brandon Fleming,Wholesale,125,55,30ml,57.39,14,24.06,56,79.05,7920.09,Cash,Pick Up,,Complete
730,2025-05-25 00:00:00,Emma Reed,Wholesale,37,22,6ml,20.27,2,21.07,13,40.12,1009.64,Cash,Pick Up,,Complete
731,2025-01-07 00:00:00,Joshua Vance,Wholesale,7,2,3ml,7.12,3,26.47,2,34.79,163.23,Cash,Pick Up,,Complete
732,2025-04-27 00:00:00,Michelle Ho,Wholesale,106,47,3ml,12.12,37,20.61,22,33.84,2076.69,Cash,Pick Up,,Complete
733,2025-03-25 00:00:00,Rebecca Hicks,Retail,10,10,15ml,49.55,,,,,495.5,Cash,Pick Up,,Complete
734,2025-04-13 00:00:00,Curtis Taylor,Wholesale,60,55,50ml nozzle(Preorder),88.39,,,5,85.47,5288.8,Mobile Money,Delivery,,Complete
735,2025-05-06 00:00:00,Allison Spencer,Wholesale,108,11,6ml,8.35,2,31.25,95,48.52,4823.75,Cash,Delivery,60,Complete
736,2025-04-10 00:00:00,Robert Arnold,Retail,10,2,50ml nozzle(Preorder),104.81,5,24.25,3,42.39,458.04,Cash,Pick Up,,Complete
737,2025-03-29 00:00:00,Angelica Parker,Retail,2,1,50ml,96.77,1,28.72,,,160.49,Bank Transfer,Delivery,35,Complete
738,2025-02-08 00:00:00,Dr. Kelly Hammond DVM,Wholesale,45,31,50ml nozzle(Preorder),112.07,8,19.43,6,61.71,4059.87,Cash,Delivery,60,Complete
739,2025-01-28 00:00:00,William Day,Retail,4,4,15ml,43.53,,,,,209.12,Bank Transfer,Delivery,35,Complete
740,2025-06-19 00:00:00,Michael Cooper,Retail,2,1,15ml,38.82,1,19.39,,,93.21,Bank Transfer,Delivery,35,Complete
741,2025-06-21 00:00:00,Penny Bowman,Wholesale,106,5,30ml,85.81,10,23.06,91,70.28,7055.13,Cash,Pick Up,,Complete
742,2025-06-22 00:00:00,Vincent Reynolds,Retail,6,6,6ml,11.15,,,,,66.9,Cash,Pick Up,,Complete
743,2025-06-18 00:00:00,Nana Kofi B,Wholesale,7,6,3ml,6.49,,,1,62.35,101.29,Cash,Pick Up,,Complete
744,2025-03-19 00:00:00,Amy Martinez,Retail,5,4,50ml nozzle(Preorder),133.69,1,29.73,,,564.49,Cash,Pick Up,,Complete
